"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Rücken","21 Apr 2026, 16:17","21 Apr 2026, 17:57","","Hyperextension (Gewichtet)",,"",0,"normal",20,10,,,
"Rücken","21 Apr 2026, 16:17","21 Apr 2026, 17:57","","Hyperextension (Gewichtet)",,"",1,"normal",20,10,,,
"Rücken","21 Apr 2026, 16:17","21 Apr 2026, 17:57","","Rückenstrecken (Maschine)",,"",0,"normal",90,15,,,
"Rücken","21 Apr 2026, 16:17","21 Apr 2026, 17:57","","Rückenstrecken (Maschine)",,"",1,"normal",90,15,,,
"Rücken","21 Apr 2026, 16:17","21 Apr 2026, 17:57","","Rückenstrecken (Maschine)",,"",2,"normal",90,15,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Laufband",,"",0,"normal",,,1.2,600,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Laufband",,"",1,"normal",,,1,600,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Beinstrecken ",,"",0,"normal",105,20,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Beinstrecken ",,"",1,"normal",105,18,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Beinstrecken ",,"",2,"normal",105,13,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Beinbeugen sitzend",,"",0,"normal",105,15,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Beinbeugen sitzend",,"",1,"normal",105,15,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Beinbeugen sitzend",,"",2,"normal",105,14,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Hüftabduktion",,"",0,"normal",105,25,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Hüftabduktion",,"",1,"normal",105,25,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Hüftabduktion",,"",2,"normal",105,20,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Hüftadduktion",,"",0,"normal",105,25,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Hüftadduktion",,"",1,"normal",105,20,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Hüftadduktion",,"",2,"normal",105,20,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Wadenheben stehend (Maschine)",,"",0,"normal",140,15,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Wadenheben stehend (Maschine)",,"",1,"normal",140,15,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Wadenheben stehend (Maschine)",,"",2,"normal",140,15,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Hip Thrust (Maschine)",,"",0,"normal",60,15,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Hip Thrust (Maschine)",,"",1,"normal",60,10,,,
"Beintraining","20 Apr 2026, 06:01","20 Apr 2026, 07:13","","Hip Thrust (Maschine)",,"",2,"normal",60,10,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Laufband",,"",0,"normal",,,1.2,600,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Laufband",,"",1,"normal",,,1.2,600,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Brustpresse (Maschine)",,"",0,"warmup",75,15,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Brustpresse (Maschine)",,"",1,"normal",115,8,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Brustpresse (Maschine)",,"",2,"normal",115,7,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Brustpresse (Maschine)",,"",3,"normal",115,6,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Schräge Brustpresse (Maschine)",,"",0,"warmup",45,15,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Schräge Brustpresse (Maschine)",,"",1,"normal",70,10,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Schräge Brustpresse (Maschine)",,"",2,"normal",70,10,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Schräge Brustpresse (Maschine)",,"",3,"normal",70,10,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Fliegende (Maschine)",,"",0,"normal",100,8,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Fliegende (Maschine)",,"",1,"normal",100,8,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Fliegende (Maschine)",,"",2,"normal",100,7,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Preacher Curl (Maschine)",,"",0,"normal",75,5,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Preacher Curl (Maschine)",,"",1,"normal",75,5,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Preacher Curl (Maschine)",,"",2,"normal",75,4,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Bizepscurl (Kurzhantel)",,"",0,"normal",22,6,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Bizepscurl (Kurzhantel)",,"",1,"normal",22,6,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Bizepscurl (Kurzhantel)",,"",2,"normal",22,5,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Trizepsdrücken",,"",0,"normal",40,10,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Trizepsdrücken",,"",1,"normal",40,10,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Trizepsdrücken",,"",2,"normal",40,9,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Schulterheben (Kurzhantel)",,"",0,"normal",22,12,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Schulterheben (Kurzhantel)",,"",1,"normal",22,12,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Schulterheben (Kurzhantel)",,"",2,"normal",22,10,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Negativ Crunch (Gewichtet)",,"",0,"normal",24,20,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Negativ Crunch (Gewichtet)",,"",1,"normal",24,15,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Negativ Crunch (Gewichtet)",,"",2,"normal",24,15,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Side Bend (Kurzhantel) ",,"",0,"normal",32,15,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Side Bend (Kurzhantel) ",,"",1,"normal",32,11,,,
"Brust","19 Apr 2026, 06:50","19 Apr 2026, 08:44","","Side Bend (Kurzhantel) ",,"",2,"normal",32,11,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Laufband",,"",0,"normal",,,1.2,600,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Laufband",,"",1,"normal",,,1.2,600,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Latzug - Enger Griff (Kabel)",,"",0,"warmup",75,15,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Latzug - Enger Griff (Kabel)",,"",1,"normal",105,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Latzug - Enger Griff (Kabel)",,"",2,"normal",105,9,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Latzug - Enger Griff (Kabel)",,"",3,"normal",105,8,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Latzug (Maschine)",,"",0,"normal",125,13,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Latzug (Maschine)",,"",1,"normal",125,13,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Latzug (Maschine)",,"",2,"normal",125,12,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Iso-Laterales Rudern",,"",0,"normal",100,8,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Iso-Laterales Rudern",,"",1,"normal",100,8,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Iso-Laterales Rudern",,"",2,"normal",100,8,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Reverse Fliegende (Maschine)",,"",0,"normal",70,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Reverse Fliegende (Maschine)",,"",1,"normal",70,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Reverse Fliegende (Maschine)",,"",2,"normal",70,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Seitheben (Maschine)",,"",0,"warmup",35,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Seitheben (Maschine)",,"",1,"normal",60,9,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Seitheben (Maschine)",,"",2,"normal",60,9,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Seitheben (Maschine)",,"",3,"normal",60,9,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Schulterpresse sitzend (Maschine)",,"",0,"warmup",30,15,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Schulterpresse sitzend (Maschine)",,"",1,"normal",45,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Schulterpresse sitzend (Maschine)",,"",2,"normal",45,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Schulterpresse sitzend (Maschine)",,"",3,"normal",45,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Bauch Crunch 4D",,"",0,"normal",60,15,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Bauch Crunch 4D",,"",1,"normal",60,15,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Bauch Crunch 4D",,"",2,"normal",60,15,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Hyperextension (Gewichtet)",,"",0,"normal",20,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Hyperextension (Gewichtet)",,"",1,"normal",20,10,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Rückenstrecken (Maschine)",,"",0,"normal",90,15,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Rückenstrecken (Maschine)",,"",1,"normal",90,15,,,
"Rücken","18 Apr 2026, 06:33","18 Apr 2026, 08:03","","Rückenstrecken (Maschine)",,"",2,"normal",90,15,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Laufband",,"",0,"normal",,,1.2,600,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Laufband",,"",1,"normal",,,1.2,600,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Brustpresse (Maschine)",,"",0,"warmup",75,15,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Brustpresse (Maschine)",,"",1,"normal",115,9,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Brustpresse (Maschine)",,"",2,"normal",115,8,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Brustpresse (Maschine)",,"",3,"normal",115,8,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Schräge Brustpresse (Maschine)",,"",0,"warmup",45,15,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Schräge Brustpresse (Maschine)",,"",1,"normal",70,10,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Schräge Brustpresse (Maschine)",,"",2,"normal",70,10,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Schräge Brustpresse (Maschine)",,"",3,"normal",70,10,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Fliegende (Maschine)",,"",0,"normal",100,8,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Fliegende (Maschine)",,"",1,"normal",100,8,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Fliegende (Maschine)",,"",2,"normal",100,7,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Preacher Curl (Maschine)",,"",0,"normal",75,5,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Preacher Curl (Maschine)",,"",1,"normal",75,5,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Preacher Curl (Maschine)",,"",2,"normal",75,5,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Bizepscurl (Kurzhantel)",,"",0,"normal",22,6,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Bizepscurl (Kurzhantel)",,"",1,"normal",22,6,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Bizepscurl (Kurzhantel)",,"",2,"normal",22,5,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Trizepsdrücken",,"",0,"normal",40,10,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Trizepsdrücken",,"",1,"normal",40,10,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Trizepsdrücken",,"",2,"normal",40,9,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Schulterheben (Kurzhantel)",,"",0,"normal",22,10,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Schulterheben (Kurzhantel)",,"",1,"normal",22,10,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Schulterheben (Kurzhantel)",,"",2,"normal",22,10,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Bauch Crunch 4D",,"",0,"normal",60,12,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Bauch Crunch 4D",,"",1,"normal",60,12,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Bauch Crunch 4D",,"",2,"normal",60,12,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Side Bend (Kurzhantel) ",,"",0,"normal",32,15,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Side Bend (Kurzhantel) ",,"",1,"normal",32,10,,,
"Brust","15 Apr 2026, 16:13","15 Apr 2026, 17:52","","Side Bend (Kurzhantel) ",,"",2,"normal",32,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Laufband",,"",0,"normal",,,1.2,600,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Laufband",,"",1,"normal",,,1.2,600,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Latzug - Enger Griff (Kabel)",,"",0,"warmup",75,15,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Latzug - Enger Griff (Kabel)",,"",1,"normal",105,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Latzug - Enger Griff (Kabel)",,"",2,"normal",105,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Latzug - Enger Griff (Kabel)",,"",3,"normal",105,8,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Latzug (Maschine)",,"",0,"normal",125,13,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Latzug (Maschine)",,"",1,"normal",125,13,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Latzug (Maschine)",,"",2,"normal",125,12,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Iso-Laterales Rudern",,"",0,"normal",100,8,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Iso-Laterales Rudern",,"",1,"normal",100,8,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Iso-Laterales Rudern",,"",2,"normal",100,8,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Reverse Fliegende (Maschine)",,"",0,"normal",70,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Reverse Fliegende (Maschine)",,"",1,"normal",70,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Reverse Fliegende (Maschine)",,"",2,"normal",70,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Seitheben (Maschine)",,"",0,"normal",60,9,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Seitheben (Maschine)",,"",1,"normal",60,9,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Seitheben (Maschine)",,"",2,"normal",60,8,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Seitheben (Maschine)",,"",3,"warmup",35,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Schulterpresse sitzend (Maschine)",,"",0,"warmup",25,15,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Schulterpresse sitzend (Maschine)",,"",1,"normal",45,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Schulterpresse sitzend (Maschine)",,"",2,"normal",45,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Schulterpresse sitzend (Maschine)",,"",3,"normal",45,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Bauch Crunch 4D",,"",0,"normal",55,15,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Bauch Crunch 4D",,"",1,"normal",55,15,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Bauch Crunch 4D",,"",2,"normal",55,15,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Hyperextension (Gewichtet)",,"",0,"normal",20,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Hyperextension (Gewichtet)",,"",1,"normal",20,10,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Rückenstrecken (Maschine)",,"",0,"normal",90,15,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Rückenstrecken (Maschine)",,"",1,"normal",90,15,,,
"Rücken","14 Apr 2026, 16:19","14 Apr 2026, 17:56","","Rückenstrecken (Maschine)",,"",2,"normal",90,15,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Laufband",,"",0,"normal",,,1.2,600,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Laufband",,"",1,"normal",,,1,600,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Beinstrecken ",,"",0,"normal",105,20,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Beinstrecken ",,"",1,"normal",105,19,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Beinstrecken ",,"",2,"normal",105,15,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Beinbeugen sitzend",,"",0,"normal",105,15,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Beinbeugen sitzend",,"",1,"normal",105,15,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Beinbeugen sitzend",,"",2,"normal",105,12,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Hüftabduktion",,"",0,"normal",105,20,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Hüftabduktion",,"",1,"normal",105,20,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Hüftabduktion",,"",2,"normal",105,20,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Hüftadduktion",,"",0,"normal",105,20,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Hüftadduktion",,"",1,"normal",105,20,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Hüftadduktion",,"",2,"normal",105,20,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Wadenheben stehend (Maschine)",,"",0,"normal",140,15,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Wadenheben stehend (Maschine)",,"",1,"normal",140,15,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Wadenheben stehend (Maschine)",,"",2,"normal",140,15,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Hip Thrust (Maschine)",,"",0,"normal",60,10,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Hip Thrust (Maschine)",,"",1,"normal",60,10,,,
"Beintraining","13 Apr 2026, 06:07","13 Apr 2026, 07:28","","Hip Thrust (Maschine)",,"",2,"normal",60,10,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Laufband",,"",0,"normal",,,1.2,600,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Laufband",,"",1,"normal",,,1.2,600,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Brustpresse (Maschine)",,"",0,"warmup",75,15,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Brustpresse (Maschine)",,"",1,"normal",115,8,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Brustpresse (Maschine)",,"",2,"normal",115,7,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Brustpresse (Maschine)",,"",3,"normal",115,7,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Schräge Brustpresse (Maschine)",,"",0,"warmup",45,15,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Schräge Brustpresse (Maschine)",,"",1,"normal",70,9,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Schräge Brustpresse (Maschine)",,"",2,"normal",70,9,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Schräge Brustpresse (Maschine)",,"",3,"normal",70,9,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Fliegende (Maschine)",,"",0,"normal",100,8,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Fliegende (Maschine)",,"",1,"normal",100,7,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Fliegende (Maschine)",,"",2,"normal",100,7,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Preacher Curl (Maschine)",,"",0,"normal",75,5,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Preacher Curl (Maschine)",,"",1,"normal",75,5,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Preacher Curl (Maschine)",,"",2,"normal",75,5,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Bizepscurl (Kurzhantel)",,"",0,"normal",22,6,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Bizepscurl (Kurzhantel)",,"",1,"normal",22,5,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Bizepscurl (Kurzhantel)",,"",2,"normal",22,5,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Trizepsdrücken",,"",0,"normal",40,10,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Trizepsdrücken",,"",1,"normal",40,9,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Trizepsdrücken",,"",2,"normal",40,9,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Schulterheben (Kurzhantel)",,"",0,"normal",22,10,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Schulterheben (Kurzhantel)",,"",1,"normal",22,10,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Schulterheben (Kurzhantel)",,"",2,"normal",22,10,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Negativ Crunch (Gewichtet)",,"",0,"normal",24,15,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Negativ Crunch (Gewichtet)",,"",1,"normal",24,15,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Negativ Crunch (Gewichtet)",,"",2,"normal",24,15,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Side Bend (Kurzhantel) ",,"",0,"normal",32,10,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Side Bend (Kurzhantel) ",,"",1,"normal",32,10,,,
"Brust","12 Apr 2026, 06:17","12 Apr 2026, 08:07","","Side Bend (Kurzhantel) ",,"",2,"normal",32,10,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Laufband",,"",0,"normal",,,1.2,600,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Laufband",,"",1,"normal",,,1.2,600,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Latzug - Enger Griff (Kabel)",,"",0,"warmup",75,15,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Latzug - Enger Griff (Kabel)",,"",1,"normal",105,9,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Latzug - Enger Griff (Kabel)",,"",2,"normal",105,9,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Latzug - Enger Griff (Kabel)",,"",3,"normal",105,8,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Latzug (Maschine)",,"",0,"normal",125,13,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Latzug (Maschine)",,"",1,"normal",125,13,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Latzug (Maschine)",,"",2,"normal",125,12,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Iso-Laterales Rudern",,"",0,"normal",100,8,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Iso-Laterales Rudern",,"",1,"normal",100,8,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Iso-Laterales Rudern",,"",2,"normal",100,8,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Reverse Fliegende (Maschine)",,"",0,"normal",70,10,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Reverse Fliegende (Maschine)",,"",1,"normal",70,10,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Reverse Fliegende (Maschine)",,"",2,"normal",70,10,,,
"Rücken","11 Apr 2026, 07:08","11 Apr 2026, 08:47","","Seitheben (Maschine)",,"",0,"warmup",30,15,,,
