"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Iso-Laterales Rudern",,"",1,"normal",95,12,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Iso-Laterales Rudern",,"",2,"normal",95,12,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Iso-Laterales Rudern",,"",3,"normal",95,12,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Reverse Butterfly",,"",0,"normal",60,15,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Reverse Butterfly",,"",1,"normal",60,13,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Reverse Butterfly",,"",2,"normal",60,13,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Reverse Butterfly",,"",3,"normal",60,12,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Seitheben (Maschine)",,"",0,"normal",40,15,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Seitheben (Maschine)",,"",1,"normal",40,15,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Seitheben (Maschine)",,"",2,"normal",40,15,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Schulterpresse sitzend (Maschine)",,"",0,"normal",30,15,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Schulterpresse sitzend (Maschine)",,"",1,"normal",30,15,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Schulterpresse sitzend (Maschine)",,"",2,"normal",30,15,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Bauch Crunch 4D",,"",0,"normal",55,20,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Bauch Crunch 4D",,"",1,"normal",55,20,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Bauch Crunch 4D",,"",2,"normal",55,20,,,
"Rücken","24 Mai 2025, 11:24","24 Mai 2025, 14:07","","Bauch Crunch 4D",,"",3,"normal",55,20,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Laufband",,"",0,"normal",,,1,10,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Laufband",,"",1,"normal",,,1,10,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Bankdrücken (Smith Machine)",,"",0,"normal",60,9,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Bankdrücken (Smith Machine)",,"",1,"normal",60,9,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Bankdrücken (Smith Machine)",,"",2,"normal",60,9,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Bankdrücken (Smith Machine)",,"",3,"normal",60,9,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Fliegende (Maschine)",,"",0,"normal",65,18,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Fliegende (Maschine)",,"",1,"normal",65,15,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Fliegende (Maschine)",,"",2,"normal",65,12,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Fliegende (Maschine)",,"",3,"normal",65,12,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Schräge Brustpresse (Maschine)",,"",0,"normal",65,10,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Schräge Brustpresse (Maschine)",,"",1,"normal",65,10,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Schräge Brustpresse (Maschine)",,"",2,"normal",65,10,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Schräge Brustpresse (Maschine)",,"",3,"normal",65,10,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Preacher Curl (Maschine)",,"",0,"normal",65,10,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Preacher Curl (Maschine)",,"",1,"normal",65,9,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Preacher Curl (Maschine)",,"",2,"normal",65,8,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Preacher Curl (Maschine)",,"",3,"normal",65,7,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Trizepsdrücken (Maschine)",,"",0,"normal",55,15,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Trizepsdrücken (Maschine)",,"",1,"normal",55,12,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Trizepsdrücken (Maschine)",,"",2,"normal",55,8,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Negativ Crunch (Gewichtet)",,"",0,"normal",18,20,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Negativ Crunch (Gewichtet)",,"",1,"normal",18,17,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Negativ Crunch (Gewichtet)",,"",2,"normal",18,15,,,
"Brust","21 Mai 2025, 18:43","21 Mai 2025, 20:33","","Negativ Crunch (Gewichtet)",,"",3,"normal",18,12,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Laufband",,"",0,"normal",,,1,10,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Laufband",,"",1,"normal",,,1,10,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Latzug (Kabel)",,"",0,"normal",105,12,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Latzug (Kabel)",,"",1,"normal",105,12,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Latzug (Kabel)",,"",2,"normal",105,12,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Latzug (Maschine)",,"",0,"normal",100,15,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Latzug (Maschine)",,"",1,"normal",100,15,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Latzug (Maschine)",,"",2,"normal",100,15,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Iso-Laterales Rudern",,"",0,"normal",95,12,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Iso-Laterales Rudern",,"",1,"normal",95,12,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Iso-Laterales Rudern",,"",2,"normal",95,12,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Iso-Laterales Rudern",,"",3,"normal",95,12,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Reverse Butterfly",,"",0,"normal",60,15,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Reverse Butterfly",,"",1,"normal",60,14,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Reverse Butterfly",,"",2,"normal",9,14,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Reverse Butterfly",,"",3,"normal",9,10,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Seitheben (Maschine)",,"",0,"normal",40,15,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Seitheben (Maschine)",,"",1,"normal",40,15,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Seitheben (Maschine)",,"",2,"normal",40,15,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Schulterpresse sitzend (Maschine)",,"",0,"normal",30,20,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Schulterpresse sitzend (Maschine)",,"",1,"normal",40,20,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Schulterpresse sitzend (Maschine)",,"",2,"normal",40,20,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Negativ Crunch (Gewichtet)",,"",0,"normal",18,20,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Negativ Crunch (Gewichtet)",,"",1,"normal",18,20,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Negativ Crunch (Gewichtet)",,"",2,"normal",18,17,,,
"Rücken","20 Mai 2025, 18:25","20 Mai 2025, 20:17","","Negativ Crunch (Gewichtet)",,"",3,"normal",18,12,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Laufband",,"",0,"normal",,,1,10,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Laufband",,"",1,"normal",,,3,30,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinstrecken ",,"",0,"normal",105,20,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinstrecken ",,"",1,"normal",105,20,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinstrecken ",,"",2,"normal",105,19,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinstrecken ",,"",3,"normal",105,17,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinbeugen sitzend",,"",0,"normal",90,20,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinbeugen sitzend",,"",1,"normal",90,20,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinbeugen sitzend",,"",2,"normal",90,16,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinbeugen sitzend",,"",3,"normal",90,17,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Hüftabduktion",,"",0,"normal",95,25,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Hüftabduktion",,"",1,"normal",95,25,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Hüftabduktion",,"",2,"normal",95,25,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Hüftabduktion",,"",3,"normal",95,25,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Hüftadduktion",,"",0,"normal",95,25,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Hüftadduktion",,"",1,"normal",95,25,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Hüftadduktion",,"",2,"normal",95,25,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Hüftadduktion",,"",3,"normal",95,25,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Wadenheben stehend (Maschine)",,"",0,"normal",100,20,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Wadenheben stehend (Maschine)",,"",1,"normal",100,20,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Wadenheben stehend (Maschine)",,"",2,"normal",100,20,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Wadenheben stehend (Maschine)",,"",3,"normal",100,20,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinpresse sitzend",,"",0,"normal",101,15,,,
"Beintraining","19 Mai 2025, 09:58","19 Mai 2025, 12:12","","Beinpresse sitzend",,"",1,"normal",101,15,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Laufband",,"",0,"normal",,,1,10,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Laufband",,"",1,"normal",,,3,30,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Bankdrücken (Smith Machine)",,"",0,"normal",60,10,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Bankdrücken (Smith Machine)",,"",1,"normal",60,9,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Bankdrücken (Smith Machine)",,"",2,"normal",60,9,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Bankdrücken (Smith Machine)",,"",3,"normal",60,8,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Fliegende (Maschine)",,"",0,"normal",65,20,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Fliegende (Maschine)",,"",1,"normal",65,16,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Fliegende (Maschine)",,"",2,"normal",65,14,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Fliegende (Maschine)",,"",3,"normal",65,12,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Schräge Brustpresse (Maschine)",,"",0,"normal",65,10,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Schräge Brustpresse (Maschine)",,"",1,"normal",65,10,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Schräge Brustpresse (Maschine)",,"",2,"normal",65,10,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Schräge Brustpresse (Maschine)",,"",3,"normal",65,10,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Preacher Curl (Maschine)",,"",0,"normal",65,9,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Preacher Curl (Maschine)",,"",1,"normal",65,9,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Preacher Curl (Maschine)",,"",2,"normal",65,8,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Preacher Curl (Maschine)",,"",3,"normal",65,7,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Trizepsdrücken (Maschine)",,"",0,"normal",55,15,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Trizepsdrücken (Maschine)",,"",1,"normal",55,12,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Trizepsdrücken (Maschine)",,"",2,"normal",55,11,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Bauch Crunch 4D",,"",0,"normal",55,20,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Bauch Crunch 4D",,"",1,"normal",55,20,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Bauch Crunch 4D",,"",2,"normal",55,20,,,
"Brust","18 Mai 2025, 10:56","18 Mai 2025, 13:33","","Bauch Crunch 4D",,"",3,"normal",55,15,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Laufband",,"",0,"normal",,,1,10,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Laufband",,"",1,"normal",,,3,30,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Latzug (Kabel)",,"",0,"normal",105,12,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Latzug (Kabel)",,"",1,"normal",105,12,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Latzug (Kabel)",,"",2,"normal",105,12,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Latzug (Maschine)",,"",0,"normal",95,15,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Latzug (Maschine)",,"",1,"normal",95,15,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Latzug (Maschine)",,"",2,"normal",95,15,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Iso-Laterales Rudern",,"",0,"normal",95,13,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Iso-Laterales Rudern",,"",1,"normal",95,13,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Iso-Laterales Rudern",,"",2,"normal",95,13,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Iso-Laterales Rudern",,"",3,"normal",95,13,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Reverse Butterfly",,"",0,"normal",60,15,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Reverse Butterfly",,"",1,"normal",60,15,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Reverse Butterfly",,"",2,"normal",60,12,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Reverse Butterfly",,"",3,"normal",60,12,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Seitheben (Maschine)",,"",0,"normal",55,15,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Seitheben (Maschine)",,"",1,"normal",55,13,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Seitheben (Maschine)",,"",2,"normal",55,10,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Schulterpresse sitzend (Maschine)",,"",0,"normal",30,20,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Schulterpresse sitzend (Maschine)",,"",1,"normal",30,15,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Schulterpresse sitzend (Maschine)",,"",2,"normal",30,15,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Bauch Crunch 4D",,"",0,"normal",55,20,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Bauch Crunch 4D",,"",1,"normal",55,20,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Bauch Crunch 4D",,"",2,"normal",55,20,,,
"Rücken","17 Mai 2025, 11:00","17 Mai 2025, 13:36","","Bauch Crunch 4D",,"",3,"normal",55,15,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Laufband",,"",0,"normal",,,1,10,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Laufband",,"",1,"normal",,,1,10,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Bankdrücken (Smith Machine)",,"",0,"normal",60,10,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Bankdrücken (Smith Machine)",,"",1,"normal",60,10,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Bankdrücken (Smith Machine)",,"",2,"normal",60,8,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Bankdrücken (Smith Machine)",,"",3,"normal",60,8,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Fliegende (Maschine)",,"",0,"normal",65,20,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Fliegende (Maschine)",,"",1,"normal",65,18,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Fliegende (Maschine)",,"",2,"normal",65,13,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Fliegende (Maschine)",,"",3,"normal",65,10,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Schräge Brustpresse (Maschine)",,"",0,"normal",65,10,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Schräge Brustpresse (Maschine)",,"",1,"normal",65,10,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Schräge Brustpresse (Maschine)",,"",2,"normal",65,10,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Schräge Brustpresse (Maschine)",,"",3,"normal",65,10,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Preacher Curl (Maschine)",,"",0,"normal",65,10,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Preacher Curl (Maschine)",,"",1,"normal",65,9,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Preacher Curl (Maschine)",,"",2,"normal",65,6,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Preacher Curl (Maschine)",,"",3,"normal",65,5,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Trizepsdrücken (Maschine)",,"",0,"normal",50,15,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Trizepsdrücken (Maschine)",,"",1,"normal",50,14,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Trizepsdrücken (Maschine)",,"",2,"normal",50,13,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Negativ Crunch (Gewichtet)",,"",0,"normal",18,20,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Negativ Crunch (Gewichtet)",,"",1,"normal",18,15,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Negativ Crunch (Gewichtet)",,"",2,"normal",18,15,,,
"Brust","14 Mai 2025, 18:35","14 Mai 2025, 20:30","","Negativ Crunch (Gewichtet)",,"",3,"normal",18,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Laufband",,"",0,"normal",,,1,10,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Laufband",,"",1,"normal",,,1,10,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Latzug (Kabel)",,"",0,"normal",105,12,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Latzug (Kabel)",,"",1,"normal",105,12,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Latzug (Kabel)",,"",2,"normal",105,11,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Latzug (Maschine)",,"",0,"normal",95,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Latzug (Maschine)",,"",1,"normal",95,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Latzug (Maschine)",,"",2,"normal",95,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Iso-Laterales Rudern",,"",0,"normal",95,12,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Iso-Laterales Rudern",,"",1,"normal",95,12,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Iso-Laterales Rudern",,"",2,"normal",95,12,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Iso-Laterales Rudern",,"",3,"normal",95,12,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Reverse Butterfly",,"",0,"normal",60,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Reverse Butterfly",,"",1,"normal",60,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Reverse Butterfly",,"",2,"normal",60,11,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Reverse Butterfly",,"",3,"normal",60,10,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Seitheben (Maschine)",,"",0,"normal",55,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Seitheben (Maschine)",,"",1,"normal",55,13,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Seitheben (Maschine)",,"",2,"normal",55,10,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Schulterpresse sitzend (Maschine)",,"",0,"normal",30,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Schulterpresse sitzend (Maschine)",,"",1,"normal",30,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Schulterpresse sitzend (Maschine)",,"",2,"normal",30,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Negativ Crunch (Gewichtet)",,"",0,"normal",18,20,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Negativ Crunch (Gewichtet)",,"",1,"normal",18,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Negativ Crunch (Gewichtet)",,"",2,"normal",18,15,,,
"Rücken","13 Mai 2025, 18:35","13 Mai 2025, 20:21","","Negativ Crunch (Gewichtet)",,"",3,"normal",18,15,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Laufband",,"",0,"normal",,,1,10,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Laufband",,"",1,"normal",,,3,30,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Beinstrecken ",,"",0,"normal",105,20,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Beinstrecken ",,"",1,"normal",105,19,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Beinstrecken ",,"",2,"normal",105,17,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Beinstrecken ",,"",3,"normal",105,14,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Beinbeugen sitzend",,"",0,"normal",90,20,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Beinbeugen sitzend",,"",1,"normal",90,17,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Beinbeugen sitzend",,"",2,"normal",90,15,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Beinbeugen sitzend",,"",3,"normal",90,15,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Hüftabduktion",,"",0,"normal",95,25,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Hüftabduktion",,"",1,"normal",95,25,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Hüftabduktion",,"",2,"normal",95,25,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Hüftabduktion",,"",3,"normal",95,25,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Hüftadduktion",,"",0,"normal",95,25,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Hüftadduktion",,"",1,"normal",95,25,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Hüftadduktion",,"",2,"normal",95,25,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Hüftadduktion",,"",3,"normal",95,20,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Wadenheben stehend (Maschine)",,"",0,"normal",100,20,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Wadenheben stehend (Maschine)",,"",1,"normal",100,20,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Wadenheben stehend (Maschine)",,"",2,"normal",100,20,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Wadenheben stehend (Maschine)",,"",3,"normal",100,20,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Squat (Maschine)",,"",0,"normal",55,6,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Squat (Maschine)",,"",1,"normal",55,6,,,
"Beintraining","12 Mai 2025, 17:06","12 Mai 2025, 19:05","","Squat (Maschine)",,"",2,"normal",55,6,,,
